
============================================================
[FPGA] ZDMA DDR-to-IP log started at 1785042265
============================================================
[FPGA][INFO] v23 correctness policy: raw-result fusion is disabled by default; set FPGA_FUSE_RAW_RESULT_ACCUM=1 only after end-to-end CPU/FPGA logits A/B passes
[FPGA][INFO] v23 correctness policy: vocabulary projection remains on CPU; set FPGA_ACCELERATE_VOCAB=1 only after the deployed bitstream reports protocol=1/id=0x56505531 and logits A/B passes
[FPGA][INFO] v58 numerical policy: raw C0 and P2 PL-scale qualification validate immutable Q8_0 sources before launch; P2 performs tile-only canonical SPU Q16 verification, then CPU-shadows and natively recomputes the complete current MUL_MAT; matrix F32 comparison is not attempted and P2 never consumes RESULT
[FPGA][INFO] v38 ZDMA policy: every descriptor is preceded by a W1C ISR clear that is read back until DMA_DONE and all error bits are zero. The completion loop therefore accepts only a newly generated DONE event. C0 keeps the same ACT/WEIGHT staging sequence as primary raw GEMV; staging_restages must remain zero before primary FPGA use.
[FPGA][INFO] v53 loader gate: FPGA_CONTRACT_CHECK and FPGA_PL_SCALE_CONTRACT_CHECK require a completed upstream GGUF tensor-validation handshake before this host maps MY_IP/ZDMA/DDRHIGH or launches a model VPU transfer.
[FPGA][INFO] DDR ownership preflight passed phys=[0x70000000,0x80000000) region_size=0x10000000; no overlap with /proc/iomem System RAM
[FPGA][INFO] P2_ZDMA_PREINIT passive=1 ctrl2=0x00000000 status=0x00000000 isr=0x00000400 total_bytes=0x00000800 en=0 action=init_permitted
[FPGA][INFO] P2 admission abi=0x50320001 required=0x50320001 abi_ok=1 stream_status=0x0000001f quiescent=1 spu_word_capacity=4096 required_words=4096 capacity_ok=1 layout=param128x4_fp16pairs,out128_q16row
[FPGA][INFO] raw FPGA compatibility gate id_ok=1 protocol_ok=1 raw_compatible=1 legacy_diagnostic_override=0 route=raw_fpga
[FPGA][INFO] P2_CONFIG enabled=1 contract_limit=0 pipeline_default_on=1 pipeline_disable=0 scheduler=1 route=pingpong_production identity protocol=0x00000001 bitstream_id=0x56505531 p2_abi=0x50320001 stream_status=0x0000001f spu_words=4096 descriptor_cap=1 pingpong_cap=1 windows spu_param=0x00380000 spu_out=0x00340000
[FPGA][INFO] ready version=zcu104-gemma3-q8-v62-p2-default-low-ddr path=dma(default) rows=256 host_row_limit=256 col_beats=128 cols=2048 packed_q8=1 max_group_blocks=64 result_words=4096 zdma_max_transfer_bytes=65536 pingpong_cap=1 descriptor_cap=1 scheduler=1 scheduler_policy=default_on_opt_out pl_scale=1 pl_scale_policy=default_on_opt_out stream_protocol=0x00000001 bitstream_id=0x56505531 spu_silu=0 spu_rms=0 spu_rope=0 spu_softmax=0 weight_cache=0 activation_cache=0 input_integrity_check=0 vocab_cpu_bypass=1 legacy_raw_cpu_bypass=0 vocab_min_n=65536 contract_check=0 source_audit_only=0 contract_abort=0 contract_forensics=1 contract_deep_staging=0 contract_cpu_shadow_dst=0 contract_raw_propagation_diagnostic=0 raw_retry=1 raw_repair=0 raw_accum_fused=0 result_clear=0 strict_coherency=0 clock_mhz=0.000 profile_log=1 dma_detail=0 ip_detail=0 detail_every=0 flush_every=256
[FPGA][INFO] ZDMA trace policy enabled=0 depth=24 trigger=qualification_mismatch_or_transfer_failure raw_contract_check=0 p2_contract_check=0 explicit_env=FPGA_DMA_AUDIT
[FPGA][INFO] ZDMA byte-counter policy clear=before_every_transfer current=0x00000000 error_mask=0x00000bf9; BYTE_CNT_OVRFL is fatal and produces a bounded DMA trace
[FPGA][INFO] ZDMA descriptor policy max_transfer_bytes=65536; larger ACT/WEIGHT/RESULT copies are submitted as ordered contiguous chunks and preserve the VPU data layout
[FPGA][INFO] manifest host_version=zcu104-gemma3-q8-v62-p2-default-low-ddr host_build="Jul 26 2026 04:52:26" limits=0x00800100 caps=0x1000407b spu_caps=0x100003c3 stream_protocol=0x00000001 required_protocol=1 bitstream_id=0x56505531 expected_bitstream_id=0x56505531 bitstream_id_compatible=1 pingpong_cap=1 descriptor_cap=1 scheduler=1 scheduler_policy=default_on_opt_out pl_scale=1 pl_scale_policy=default_on_opt_out pl_scale_enable_env=0 pl_scale_disable_env=0 pipeline_disable_env=0 devmem_all_resources=0 vpu_devmem_compat=0 mapping_policy=uio_required spu_silu=0 spu_rms=0 spu_rope=0 spu_softmax=0 bases my_ip=0xa0000000 dma=0xfd500000 ddr=0x70000000 windows act=0x00010000 weight=0x00100000 result=0x00200000 spu_out=0x00340000 spu_param=0x00380000 block_q8_0_size=34 compact_weight_layout_required=1
[FPGA][INFO] mappings policy=uio_required dma=/dev/uio4(dma,O_SYNC) virt=0xffff84dc4000 size=0x1000 vpu=/dev/uio14(MY_IP,O_SYNC) virt=0xffff7fc00000 size=0x400000 ddr=/dev/uio15(fpga_ddr_low,O_SYNC) ddr_map_kind=uio_physical virt=0xffff7f800000 mapped_size=0x400000 advertised_size=0x10000000
[FPGA][INFO] cache coherency source=/dev/uio15(fpga_ddr_low,O_SYNC) map_kind=uio_physical strict=0 whitelist=0 stress=0; P2 physical-UIO DDR uses no_msync with DSB/readback before device and DSB before CPU reads, while raw-v52/C0 retains its legacy msync path
[FPGA][INFO] P2_ACT_DMA_TRACE step=bank_select edge=before expected_bank=0 reg_bank=0x00000000 bank_stat=0x00000300 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=none ctx_dma_seq=0
[FPGA][INFO] P2_ACT_DMA_TRACE step=bank_select edge=after expected_bank=0x00000000 reg_bank=0x00000000 bank_stat=0x00000300 match=1 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=none ctx_dma_seq=0
[FPGA][INFO] P2_ACT_DMA_TRACE step=entry src=0x70010000 dst=0xa0010000 bytes=1152 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=channel_disabled_gate edge=before ctrl2=0x00000000 status=0x00000000 isr=0x00000000 total_bytes=0x00000000 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=channel_disabled_gate edge=after ctrl2=0x00000000 status=0x00000000 isr=0x00000000 total_bytes=0x00000000 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=total_clear w1c_value=0x00000000 total_bytes_after=0x00000000 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=source_sync edge=before tag=ACT direction=cpu_to_device offset=0x00010000 bytes=1152 map_kind=uio_physical action=no_msync ordering=dsb_readback ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_DDR_SYNC tag=ACT direction=cpu_to_device offset=0x00010000 bytes=1152 map_kind=uio_physical action=no_msync ordering=dsb_readback
[FPGA][INFO] P2_ACT_DMA_TRACE step=ddr_sync tag=ACT direction=cpu_to_device offset=0x00010000 bytes=1152 map_kind=uio_physical action=no_msync ordering=dsb_readback ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=source_sync edge=after tag=ACT direction=cpu_to_device offset=0x00010000 bytes=1152 map_kind=uio_physical action=no_msync ordering=dsb_readback ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=isr_w1c_ack isr_before=0x00000000 write_mask=0x00000fff isr_after=0x00000000 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=descriptor_commit src=0x70010000 dst=0xa0010000 bytes=1152 pre_status=0x00000000 pre_isr=0x00000000 pre_ctrl2=0x00000000 pre_total=0x00000000 src_desc=[0x70010000,0x00000000,0x00000480,0x00000000] dst_desc=[0xa0010000,0x00000000,0x00000480,0x00000000] bank_stat=0x00000300 match=1 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=ctrl2_start edge=before ctrl2=0x00000000 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=ctrl2_start edge=after_write_fence ctrl2=0x00000001 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][INFO] P2_ACT_DMA_TRACE step=completion edge=pass status=0x00000000 isr=0x00000400 ctrl2=0x00000000 total_bytes=0x00000480 bank_stat=0x00000300 polls=0 saw_enabled=0 ctx_job=1 ctx_tile=0 ctx_bank=0 ctx_tag=ACT ctx_dma_seq=1
[FPGA][STAGE] tensor=blk.0.attn_q.weight layer=0 seq=0 phase=prefill shape=K1152_N1024_M13 row_tiles=4 group_tiles=1 q8_blocks=36 vpu_runs=52 prep_ms=56.682 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=10.019 act_dma_ms=0.742 weight_dma_ms=8.074 scale_dma_ms=1.203 ip_compute_ms=60.046 dma_output_ms=0.802 host_result_ms=4.638 host_accum_ms=0.207 total_ms=76.727 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.200 effective_MiB/s=217.8 act_bytes=59904 weight_bytes=15335424 scale_bytes=1916928 result_bytes=212992 weight_cache_hits=0 weight_cache_misses=52 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.0.attn_k.weight layer=0 seq=0 phase=prefill shape=K1152_N256_M13 row_tiles=1 group_tiles=1 q8_blocks=36 vpu_runs=13 prep_ms=14.300 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=2.414 act_dma_ms=0.102 weight_dma_ms=2.010 scale_dma_ms=0.302 ip_compute_ms=14.993 dma_output_ms=0.198 host_result_ms=1.158 host_accum_ms=0.037 total_ms=19.200 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.200 effective_MiB/s=217.6 act_bytes=14976 weight_bytes=3833856 scale_bytes=479232 result_bytes=53248 weight_cache_hits=0 weight_cache_misses=13 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.0.attn_v.weight layer=0 seq=0 phase=prefill shape=K1152_N256_M13 row_tiles=1 group_tiles=1 q8_blocks=36 vpu_runs=13 prep_ms=14.430 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=2.413 act_dma_ms=0.100 weight_dma_ms=2.011 scale_dma_ms=0.302 ip_compute_ms=15.276 dma_output_ms=0.202 host_result_ms=1.296 host_accum_ms=0.037 total_ms=19.473 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.197 effective_MiB/s=214.6 act_bytes=14976 weight_bytes=3833856 scale_bytes=479232 result_bytes=53248 weight_cache_hits=0 weight_cache_misses=13 cycles_per_run=0.0
[FPGA][INFO] attention path is currently bypassed to CPU; FPGA timing log below only covers Q8_0 matmul/GEMV hooks
[FPGA][STAGE] tensor=blk.0.attn_output.weight layer=0 seq=0 phase=prefill shape=K1024_N1152_M13 row_tiles=5 group_tiles=1 q8_blocks=32 vpu_runs=65 prep_ms=56.647 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=9.672 act_dma_ms=0.489 weight_dma_ms=7.853 scale_dma_ms=1.330 ip_compute_ms=60.685 dma_output_ms=0.946 host_result_ms=5.207 host_accum_ms=0.250 total_ms=77.191 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.199 effective_MiB/s=216.9 act_bytes=66560 weight_bytes=15335424 scale_bytes=1916928 result_bytes=239616 weight_cache_hits=0 weight_cache_misses=65 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.0.ffn_gate.weight layer=0 seq=0 phase=prefill shape=K1152_N6912_M13 row_tiles=27 group_tiles=1 q8_blocks=36 vpu_runs=351 prep_ms=380.566 cache_lookup_ms=0.001 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=65.052 act_dma_ms=2.702 weight_dma_ms=54.206 scale_dma_ms=8.144 ip_compute_ms=405.619 dma_output_ms=5.396 host_result_ms=31.452 host_accum_ms=1.520 total_ms=513.411 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.202 effective_MiB/s=219.7 act_bytes=404352 weight_bytes=103514112 scale_bytes=12939264 result_bytes=1437696 weight_cache_hits=0 weight_cache_misses=351 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.0.ffn_up.weight layer=0 seq=0 phase=prefill shape=K1152_N6912_M13 row_tiles=27 group_tiles=1 q8_blocks=36 vpu_runs=351 prep_ms=381.575 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=65.172 act_dma_ms=2.717 weight_dma_ms=54.311 scale_dma_ms=8.144 ip_compute_ms=406.548 dma_output_ms=5.444 host_result_ms=31.294 host_accum_ms=1.499 total_ms=514.394 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.201 effective_MiB/s=219.3 act_bytes=404352 weight_bytes=103514112 scale_bytes=12939264 result_bytes=1437696 weight_cache_hits=0 weight_cache_misses=351 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.0.ffn_down.weight layer=0 seq=0 phase=prefill shape=K6912_N1152_M13 row_tiles=5 group_tiles=4 q8_blocks=216 vpu_runs=260 prep_ms=387.796 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=62.465 act_dma_ms=2.075 weight_dma_ms=53.010 scale_dma_ms=7.380 ip_compute_ms=404.825 dma_output_ms=3.942 host_result_ms=20.985 host_accum_ms=0.171 total_ms=485.458 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.213 effective_MiB/s=231.5 act_bytes=449280 weight_bytes=103514112 scale_bytes=12939264 result_bytes=958464 weight_cache_hits=0 weight_cache_misses=260 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.1.attn_q.weight layer=1 seq=0 phase=prefill shape=K1152_N1024_M13 row_tiles=4 group_tiles=1 q8_blocks=36 vpu_runs=52 prep_ms=56.580 cache_lookup_ms=0.001 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=9.635 act_dma_ms=0.400 weight_dma_ms=8.037 scale_dma_ms=1.198 ip_compute_ms=60.061 dma_output_ms=0.808 host_result_ms=4.656 host_accum_ms=0.151 total_ms=76.189 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.201 effective_MiB/s=219.4 act_bytes=59904 weight_bytes=15335424 scale_bytes=1916928 result_bytes=212992 weight_cache_hits=0 weight_cache_misses=52 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.1.attn_k.weight layer=1 seq=0 phase=prefill shape=K1152_N256_M13 row_tiles=1 group_tiles=1 q8_blocks=36 vpu_runs=13 prep_ms=14.316 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=2.418 act_dma_ms=0.100 weight_dma_ms=2.013 scale_dma_ms=0.305 ip_compute_ms=15.002 dma_output_ms=0.196 host_result_ms=1.164 host_accum_ms=0.037 total_ms=19.228 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.199 effective_MiB/s=217.3 act_bytes=14976 weight_bytes=3833856 scale_bytes=479232 result_bytes=53248 weight_cache_hits=0 weight_cache_misses=13 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.1.attn_v.weight layer=1 seq=0 phase=prefill shape=K1152_N256_M13 row_tiles=1 group_tiles=1 q8_blocks=36 vpu_runs=13 prep_ms=14.344 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=2.407 act_dma_ms=0.099 weight_dma_ms=2.007 scale_dma_ms=0.301 ip_compute_ms=15.041 dma_output_ms=0.200 host_result_ms=1.155 host_accum_ms=0.037 total_ms=19.238 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.199 effective_MiB/s=217.2 act_bytes=14976 weight_bytes=3833856 scale_bytes=479232 result_bytes=53248 weight_cache_hits=0 weight_cache_misses=13 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.1.attn_output.weight layer=1 seq=0 phase=prefill shape=K1024_N1152_M13 row_tiles=5 group_tiles=1 q8_blocks=32 vpu_runs=65 prep_ms=57.788 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=9.747 act_dma_ms=0.501 weight_dma_ms=7.919 scale_dma_ms=1.327 ip_compute_ms=61.878 dma_output_ms=0.963 host_result_ms=5.276 host_accum_ms=0.172 total_ms=78.405 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.196 effective_MiB/s=213.6 act_bytes=66560 weight_bytes=15335424 scale_bytes=1916928 result_bytes=239616 weight_cache_hits=0 weight_cache_misses=65 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.1.ffn_gate.weight layer=1 seq=0 phase=prefill shape=K1152_N6912_M13 row_tiles=27 group_tiles=1 q8_blocks=36 vpu_runs=351 prep_ms=380.668 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=65.071 act_dma_ms=2.701 weight_dma_ms=54.225 scale_dma_ms=8.145 ip_compute_ms=405.492 dma_output_ms=5.445 host_result_ms=31.319 host_accum_ms=1.029 total_ms=512.944 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.202 effective_MiB/s=219.9 act_bytes=404352 weight_bytes=103514112 scale_bytes=12939264 result_bytes=1437696 weight_cache_hits=0 weight_cache_misses=351 cycles_per_run=0.0
[FPGA][STAGE] tensor=blk.1.ffn_up.weight layer=1 seq=0 phase=prefill shape=K1152_N6912_M13 row_tiles=27 group_tiles=1 q8_blocks=36 vpu_runs=351 prep_ms=380.661 cache_lookup_ms=0.000 cache_crc_ms=0.000 weight_pack_ms=0.000 activation_scale_fp16_overflows=0 dma_input_ms=65.237 act_dma_ms=2.873 weight_dma_ms=54.212 scale_dma_ms=8.152 ip_compute_ms=406.577 dma_output_ms=5.426 host_result_ms=32.372 host_accum_ms=1.011 total_ms=514.110 dominant=ip_compute pl_scale=1 raw_accum_fused=0 effective_GMAC/s=0.201 effective_MiB/s=219.4 act_bytes=404352 weight_bytes=103514112 scale_bytes=12939264 result_bytes=1437696 weight_cache_hits=0 weight_cache_misses=351 cycles_per_run=0.0
